Day of Invoice Document Date,Month of Invoice Document Date,Product Group Code,SalesRegion,Universe Title,Year of Invoice Document Date,SalesEUR
16,June,04,BE,STREET,2017,768.5246
15,June,04,BE,STREET,2017,3400.8799
14,June,04,BE,STREET,2017,2636.1896
13,June,04,BE,STREET,2017,2409.6243
12,June,04,BE,STREET,2017,3459.9429
9,June,04,BE,STREET,2017,1411.7998
8,June,04,BE,STREET,2017,2942.2384
7,June,04,BE,STREET,2017,2598.9843
6,June,04,BE,STREET,2017,6507.3237
5,June,04,BE,STREET,2017,44.95
2,June,04,BE,STREET,2017,956.5919
1,June,04,BE,STREET,2017,3746.7106
31,July,04,NL,STREET,2017,893.5847
28,July,04,NL,STREET,2017,1062.3093
27,July,04,NL,STREET,2017,698.1832
26,July,04,NL,STREET,2017,423.3519
25,July,04,NL,STREET,2017,889.7217
24,July,04,NL,STREET,2017,1401.0639
21,July,04,NL,STREET,2017,671.472
20,July,04,NL,STREET,2017,1029.781
19,July,04,NL,STREET,2017,1316.0473
18,July,04,NL,STREET,2017,860.0154
17,July,04,NL,STREET,2017,2288.6016
14,July,04,NL,STREET,2017,118.9
13,July,04,NL,STREET,2017,1172.6173
12,July,04,NL,STREET,2017,1290.7597
11,July,04,NL,STREET,2017,1733.1024
10,July,04,NL,STREET,2017,1562.5265
7,July,04,NL,STREET,2017,1032.8067
6,July,04,NL,STREET,2017,994.278
5,July,04,NL,STREET,2017,1997.1106
4,July,04,NL,STREET,2017,1735.5934
3,July,04,NL,STREET,2017,2001.8539
31,July,04,FR,STREET,2017,38158.4191
28,July,04,FR,STREET,2017,17354.0464
27,July,04,FR,STREET,2017,35269.808
26,July,04,FR,STREET,2017,35004.3852
25,July,04,FR,STREET,2017,35022.7692
24,July,04,FR,STREET,2017,42798.6699
21,July,04,FR,STREET,2017,55451.75
20,July,04,FR,STREET,2017,33115.8128
19,July,04,FR,STREET,2017,34801.595
18,July,04,FR,STREET,2017,39647.8859
17,July,04,FR,STREET,2017,45564.3336
14,July,04,FR,STREET,2017,3327.5317
13,July,04,FR,STREET,2017,16363.2699
12,July,04,FR,STREET,2017,34805.7857
11,July,04,FR,STREET,2017,36728.5004
10,July,04,FR,STREET,2017,47315.4009
7,July,04,FR,STREET,2017,23118.8262
6,July,04,FR,STREET,2017,37353.4325
5,July,04,FR,STREET,2017,46782.5187
4,July,04,FR,STREET,2017,39689.2167
3,July,04,FR,STREET,2017,47042.2135
31,July,04,CH,STREET,2017,4898.6617
28,July,04,CH,STREET,2017,2245.4954
27,July,04,CH,STREET,2017,9635.9945
26,July,04,CH,STREET,2017,5866.3093
25,July,04,CH,STREET,2017,6339.7645
24,July,04,CH,STREET,2017,7501.7671
21,July,04,CH,STREET,2017,1514.0572
20,July,04,CH,STREET,2017,5896.6097
19,July,04,CH,STREET,2017,5297.9259
18,July,04,CH,STREET,2017,5356.922
17,July,04,CH,STREET,2017,5372.5671
14,July,04,CH,STREET,2017,1304.4432
13,July,04,CH,STREET,2017,4191.2697
12,July,04,CH,STREET,2017,5488.7266
11,July,04,CH,STREET,2017,3982.2774
10,July,04,CH,STREET,2017,5426.3958
7,July,04,CH,STREET,2017,2546.1351
6,July,04,CH,STREET,2017,3405.0523
5,July,04,CH,STREET,2017,4561.5697
4,July,04,CH,STREET,2017,3516.163
3,July,04,CH,STREET,2017,4506.2506
31,July,04,BE,STREET,2017,1930.9583
28,July,04,BE,STREET,2017,734.3697
27,July,04,BE,STREET,2017,2369.5903
26,July,04,BE,STREET,2017,2251.4407
25,July,04,BE,STREET,2017,1345.9113
24,July,04,BE,STREET,2017,2523.7712
21,July,04,BE,STREET,2017,395.7997
20,July,04,BE,STREET,2017,676.5859
19,July,04,BE,STREET,2017,2911.7207
18,July,04,BE,STREET,2017,2176.7578
17,July,04,BE,STREET,2017,4866.5385
14,July,04,BE,STREET,2017,1205.3482
13,July,04,BE,STREET,2017,3480.175
12,July,04,BE,STREET,2017,3323.4144
11,July,04,BE,STREET,2017,2014.0787
10,July,04,BE,STREET,2017,3278.4665
7,July,04,BE,STREET,2017,2261.3675
6,July,04,BE,STREET,2017,4626.7792
5,July,04,BE,STREET,2017,1517.2056
4,July,04,BE,STREET,2017,2085.008
3,July,04,BE,STREET,2017,3341.7744
31,August,04,NL,STREET,2017,818.5954
30,August,04,NL,STREET,2017,1437.0287
29,August,04,NL,STREET,2017,784.6483
28,August,04,NL,STREET,2017,1338.9686
25,August,04,NL,STREET,2017,677.6794
24,August,04,NL,STREET,2017,1119.4389
23,August,04,NL,STREET,2017,896.0268
22,August,04,NL,STREET,2017,1155.6334
21,August,04,NL,STREET,2017,2627.8495
18,August,04,NL,STREET,2017,538.82
17,August,04,NL,STREET,2017,705.0833
16,August,04,NL,STREET,2017,1070.645
15,August,04,NL,STREET,2017,674.3541
14,August,04,NL,STREET,2017,1692.3276
11,August,04,NL,STREET,2017,335.8227
10,August,04,NL,STREET,2017,1054.2252
9,August,04,NL,STREET,2017,1019.4408
8,August,04,NL,STREET,2017,445.7356
7,August,04,NL,STREET,2017,998.0775
4,August,04,NL,STREET,2017,520.2137
3,August,04,NL,STREET,2017,1768.4943
2,August,04,NL,STREET,2017,703.3293
1,August,04,NL,STREET,2017,1063.5796
31,August,04,FR,STREET,2017,25392.994
30,August,04,FR,STREET,2017,29038.4407
29,August,04,FR,STREET,2017,32304.6228
28,August,04,FR,STREET,2017,38113.5027
25,August,04,FR,STREET,2017,14665.2436
24,August,04,FR,STREET,2017,28551.4738
23,August,04,FR,STREET,2017,25432.0269
22,August,04,FR,STREET,2017,28388.5255
21,August,04,FR,STREET,2017,25381.6708
18,August,04,FR,STREET,2017,14486.8665
17,August,04,FR,STREET,2017,22093.0378
16,August,04,FR,STREET,2017,27583.3615
15,August,04,FR,STREET,2017,907.0281
14,August,04,FR,STREET,2017,18883.5841
11,August,04,FR,STREET,2017,13504.3087
10,August,04,FR,STREET,2017,22756.9474
9,August,04,FR,STREET,2017,29677.3942
8,August,04,FR,STREET,2017,25289.1872
7,August,04,FR,STREET,2017,33321.9699
4,August,04,FR,STREET,2017,16868.3386
3,August,04,FR,STREET,2017,31144.8224
2,August,04,FR,STREET,2017,28850.88
1,August,04,FR,STREET,2017,30492.3884
31,August,04,CH,STREET,2017,3969.2393
30,August,04,CH,STREET,2017,2467.2733
29,August,04,CH,STREET,2017,4072.9994
28,August,04,CH,STREET,2017,6966.5011
25,August,04,CH,STREET,2017,1535.3585
24,August,04,CH,STREET,2017,5436.2848
23,August,04,CH,STREET,2017,3338.3502
22,August,04,CH,STREET,2017,5398.2733
21,August,04,CH,STREET,2017,5907.3598
18,August,04,CH,STREET,2017,3339.5357
17,August,04,CH,STREET,2017,2972.3597
16,August,04,CH,STREET,2017,5754.2367
15,August,04,CH,STREET,2017,3246.1226
14,August,04,CH,STREET,2017,8800.0571
11,August,04,CH,STREET,2017,621.4839
10,August,04,CH,STREET,2017,1997.3228
9,August,04,CH,STREET,2017,9300.5891
8,August,04,CH,STREET,2017,7327.5785
7,August,04,CH,STREET,2017,7374.6645
4,August,04,CH,STREET,2017,2560.4242
3,August,04,CH,STREET,2017,5182.149
2,August,04,CH,STREET,2017,4678.1416
1,August,04,CH,STREET,2017,117.73
31,August,04,BE,STREET,2017,2340.8434
30,August,04,BE,STREET,2017,2539.6734
29,August,04,BE,STREET,2017,1943.3153
28,August,04,BE,STREET,2017,3292.4697
25,August,04,BE,STREET,2017,923.2323
24,August,04,BE,STREET,2017,1815.3661
23,August,04,BE,STREET,2017,2230.8355
22,August,04,BE,STREET,2017,975.5611
21,August,04,BE,STREET,2017,2053.1957
18,August,04,BE,STREET,2017,1375.7104
17,August,04,BE,STREET,2017,2267.7003
16,August,04,BE,STREET,2017,2079.408
15,August,04,BE,STREET,2017,24.2911
14,August,04,BE,STREET,2017,1277.3665
11,August,04,BE,STREET,2017,538.8161
10,August,04,BE,STREET,2017,3117.5285
9,August,04,BE,STREET,2017,2359.7143
8,August,04,BE,STREET,2017,3111.6959
7,August,04,BE,STREET,2017,2944.0197
4,August,04,BE,STREET,2017,436.1532
3,August,04,BE,STREET,2017,2171.9369
2,August,04,BE,STREET,2017,2496.6979
1,August,04,BE,STREET,2017,2457.5384
29,September,04,NL,STREET,2017,1418.4826
28,September,04,NL,STREET,2017,679.6201
27,September,04,NL,STREET,2017,1036.9435
26,September,04,NL,STREET,2017,771.9516
25,September,04,NL,STREET,2017,504.751
22,September,04,NL,STREET,2017,629.9777
21,September,04,NL,STREET,2017,1512.4181
20,September,04,NL,STREET,2017,777.4191
19,September,04,NL,STREET,2017,1325.3179
18,September,04,NL,STREET,2017,1224.1587
15,September,04,NL,STREET,2017,456.0814
14,September,04,NL,STREET,2017,1479.08
13,September,04,NL,STREET,2017,726.4909
12,September,04,NL,STREET,2017,257.7051
11,September,04,NL,STREET,2017,1793.2863
8,September,04,NL,STREET,2017,631.52
7,September,04,NL,STREET,2017,577.1
6,September,04,NL,STREET,2017,1048.9589
5,September,04,NL,STREET,2017,835.9922
4,September,04,NL,STREET,2017,1369.3301
1,September,04,NL,STREET,2017,877.0561
29,September,04,FR,STREET,2017,15305.6588
28,September,04,FR,STREET,2017,32628.4324
27,September,04,FR,STREET,2017,25730.6083
26,September,04,FR,STREET,2017,27887.0216
25,September,04,FR,STREET,2017,32053.7364
22,September,04,FR,STREET,2017,14507.0084
21,September,04,FR,STREET,2017,29213.1611
20,September,04,FR,STREET,2017,29112.7815
19,September,04,FR,STREET,2017,27580.1146
18,September,04,FR,STREET,2017,29213.2222
15,September,04,FR,STREET,2017,13997.0345
14,September,04,FR,STREET,2017,24301.4032
13,September,04,FR,STREET,2017,25961.5948
12,September,04,FR,STREET,2017,27824.0792
11,September,04,FR,STREET,2017,35526.1378
8,September,04,FR,STREET,2017,17095.0162
7,September,04,FR,STREET,2017,32081.6992
6,September,04,FR,STREET,2017,32699.2928
5,September,04,FR,STREET,2017,36379.7962
4,September,04,FR,STREET,2017,39822.8965
1,September,04,FR,STREET,2017,17383.6959
29,September,04,CH,STREET,2017,1515.871
28,September,04,CH,STREET,2017,5711.0387
27,September,04,CH,STREET,2017,5981.2018
26,September,04,CH,STREET,2017,4176.2654
25,September,04,CH,STREET,2017,2998.4555
22,September,04,CH,STREET,2017,1769.4566
21,September,04,CH,STREET,2017,5478.9683
20,September,04,CH,STREET,2017,4482.5948
19,September,04,CH,STREET,2017,4038.5582
18,September,04,CH,STREET,2017,3560.9696
15,September,04,CH,STREET,2017,838.3622
14,September,04,CH,STREET,2017,4210.2414
13,September,04,CH,STREET,2017,2695.8014
12,September,04,CH,STREET,2017,4073.7669
11,September,04,CH,STREET,2017,4833.081
8,September,04,CH,STREET,2017,1451.5074
7,September,04,CH,STREET,2017,4164.2473
6,September,04,CH,STREET,2017,2527.9356
5,September,04,CH,STREET,2017,4598.2553
4,September,04,CH,STREET,2017,5697.3283
1,September,04,CH,STREET,2017,2690.6843
29,September,04,BE,STREET,2017,579.0811
28,September,04,BE,STREET,2017,2352.8099
27,September,04,BE,STREET,2017,1745.0802
26,September,04,BE,STREET,2017,1418.7893
25,September,04,BE,STREET,2017,1402.2978
22,September,04,BE,STREET,2017,232.0887
21,September,04,BE,STREET,2017,1353.2319
20,September,04,BE,STREET,2017,1410.6617
19,September,04,BE,STREET,2017,1101.6842
18,September,04,BE,STREET,2017,1799.3416
15,September,04,BE,STREET,2017,582.0927
14,September,04,BE,STREET,2017,1017.6746
13,September,04,BE,STREET,2017,1971.8803
12,September,04,BE,STREET,2017,1399.0296
11,September,04,BE,STREET,2017,2375.3895
8,September,04,BE,STREET,2017,514.1991
7,September,04,BE,STREET,2017,1352.9342
6,September,04,BE,STREET,2017,2180.3453
5,September,04,BE,STREET,2017,1578.748
4,September,04,BE,STREET,2017,1756.5065
1,September,04,BE,STREET,2017,549.9148
31,October,04,NL,STREET,2017,967.9968
30,October,04,NL,STREET,2017,1183.7569
27,October,04,NL,STREET,2017,591.8351
26,October,04,NL,STREET,2017,422.4771
25,October,04,NL,STREET,2017,1151.39
24,October,04,NL,STREET,2017,160.4426
23,October,04,NL,STREET,2017,1345.9096
20,October,04,NL,STREET,2017,424.61
19,October,04,NL,STREET,2017,500.8752
18,October,04,NL,STREET,2017,956.1199
17,October,04,NL,STREET,2017,455.5227
16,October,04,NL,STREET,2017,1742.3351
13,October,04,NL,STREET,2017,630.2821
12,October,04,NL,STREET,2017,1623.0536
11,October,04,NL,STREET,2017,950.2899
10,October,04,NL,STREET,2017,851.6745
9,October,04,NL,STREET,2017,1044.0616
6,October,04,NL,STREET,2017,297.0996
5,October,04,NL,STREET,2017,689.6407
4,October,04,NL,STREET,2017,204.7539
3,October,04,NL,STREET,2017,767.8563
2,October,04,NL,STREET,2017,630.7278
31,October,04,FR,STREET,2017,17969.3739
30,October,04,FR,STREET,2017,28446.3711
27,October,04,FR,STREET,2017,13248.7935
26,October,04,FR,STREET,2017,23916.1696
25,October,04,FR,STREET,2017,24508.8409
24,October,04,FR,STREET,2017,24445.3779
23,October,04,FR,STREET,2017,31902.2058
20,October,04,FR,STREET,2017,14520.7831
19,October,04,FR,STREET,2017,28246.2586
18,October,04,FR,STREET,2017,25921.5117
17,October,04,FR,STREET,2017,27706.3904
16,October,04,FR,STREET,2017,36228.8402
13,October,04,FR,STREET,2017,14988.0409
12,October,04,FR,STREET,2017,25998.8069
11,October,04,FR,STREET,2017,28802.8258
10,October,04,FR,STREET,2017,28559.7189
9,October,04,FR,STREET,2017,31413.3779
6,October,04,FR,STREET,2017,12867.9079
5,October,04,FR,STREET,2017,25433.8585
4,October,04,FR,STREET,2017,28809.1271
3,October,04,FR,STREET,2017,34006.5473
2,October,04,FR,STREET,2017,29303.7692
31,October,04,CH,STREET,2017,3079.894
30,October,04,CH,STREET,2017,2608.3672
27,October,04,CH,STREET,2017,755.9089
26,October,04,CH,STREET,2017,2981.2865
25,October,04,CH,STREET,2017,3505.8887
24,October,04,CH,STREET,2017,2401.3654
23,October,04,CH,STREET,2017,2133.3058
20,October,04,CH,STREET,2017,1835.4682
19,October,04,CH,STREET,2017,3188.3892
18,October,04,CH,STREET,2017,4161.5086
17,October,04,CH,STREET,2017,3152.6175
16,October,04,CH,STREET,2017,2853.7343
13,October,04,CH,STREET,2017,1709.0555
12,October,04,CH,STREET,2017,4589.0258
11,October,04,CH,STREET,2017,2202.1487
10,October,04,CH,STREET,2017,2853.2028
9,October,04,CH,STREET,2017,3059.6277
6,October,04,CH,STREET,2017,1220.276
5,October,04,CH,STREET,2017,2465.5995
4,October,04,CH,STREET,2017,3067.4962
3,October,04,CH,STREET,2017,4523.4201
2,October,04,CH,STREET,2017,5180.6786
31,October,04,BE,STREET,2017,457.6458
30,October,04,BE,STREET,2017,799.9067
27,October,04,BE,STREET,2017,477.3002
26,October,04,BE,STREET,2017,1804.1765
25,October,04,BE,STREET,2017,506.3164
24,October,04,BE,STREET,2017,1541.0338
23,October,04,BE,STREET,2017,1887.0673
20,October,04,BE,STREET,2017,737.1971
19,October,04,BE,STREET,2017,2740.4382
18,October,04,BE,STREET,2017,1737.7005
17,October,04,BE,STREET,2017,1043.199
16,October,04,BE,STREET,2017,1920.6654
13,October,04,BE,STREET,2017,336.9717
12,October,04,BE,STREET,2017,1894.4044
11,October,04,BE,STREET,2017,810.1078
10,October,04,BE,STREET,2017,1126.2323
9,October,04,BE,STREET,2017,1913.819
6,October,04,BE,STREET,2017,242.9628
5,October,04,BE,STREET,2017,1997.9432
4,October,04,BE,STREET,2017,1208.6954
3,October,04,BE,STREET,2017,2347.5403
2,October,04,BE,STREET,2017,1947.3598
30,November,04,NL,STREET,2017,1703.7017
29,November,04,NL,STREET,2017,206.567
28,November,04,NL,STREET,2017,572.3942
27,November,04,NL,STREET,2017,1380.8959
24,November,04,NL,STREET,2017,571.6217
23,November,04,NL,STREET,2017,526.8643
22,November,04,NL,STREET,2017,424.69
21,November,04,NL,STREET,2017,456.63
20,November,04,NL,STREET,2017,676.0434
17,November,04,NL,STREET,2017,305.02
16,November,04,NL,STREET,2017,657.0376
15,November,04,NL,STREET,2017,615.9515
14,November,04,NL,STREET,2017,683.2034
13,November,04,NL,STREET,2017,787.7327
10,November,04,NL,STREET,2017,344.597
9,November,04,NL,STREET,2017,531.3037
8,November,04,NL,STREET,2017,565.52
7,November,04,NL,STREET,2017,376.1823
6,November,04,NL,STREET,2017,397.0999
3,November,04,NL,STREET,2017,243.86
2,November,04,NL,STREET,2017,914.5604
1,November,04,NL,STREET,2017,10.79
30,November,04,FR,STREET,2017,15610.0279
29,November,04,FR,STREET,2017,17872.5998
28,November,04,FR,STREET,2017,18481.1743
27,November,04,FR,STREET,2017,24152.1088
24,November,04,FR,STREET,2017,13900.8695
23,November,04,FR,STREET,2017,17971.1945
22,November,04,FR,STREET,2017,20035.3137
21,November,04,FR,STREET,2017,18213.8312
20,November,04,FR,STREET,2017,24321.304
17,November,04,FR,STREET,2017,10565.2089
16,November,04,FR,STREET,2017,20093.4172
15,November,04,FR,STREET,2017,21354.1109
14,November,04,FR,STREET,2017,18583.1224
13,November,04,FR,STREET,2017,20748.9292
10,November,04,FR,STREET,2017,9599.5703
9,November,04,FR,STREET,2017,23329.943
8,November,04,FR,STREET,2017,18224.34
7,November,04,FR,STREET,2017,21150.6308
6,November,04,FR,STREET,2017,29270.4132
3,November,04,FR,STREET,2017,18545.5749
2,November,04,FR,STREET,2017,30727.1655
1,November,04,FR,STREET,2017,815.292
30,November,04,CH,STREET,2017,1643.6689
29,November,04,CH,STREET,2017,956.96
28,November,04,CH,STREET,2017,2621.7581
27,November,04,CH,STREET,2017,2395.6156
24,November,04,CH,STREET,2017,2543.6096
23,November,04,CH,STREET,2017,2492.6015
22,November,04,CH,STREET,2017,1823.2
21,November,04,CH,STREET,2017,1934.6269
20,November,04,CH,STREET,2017,3617.5829
17,November,04,CH,STREET,2017,374.07
16,November,04,CH,STREET,2017,2830.2132
15,November,04,CH,STREET,2017,2065.3662
14,November,04,CH,STREET,2017,2185.2053
13,November,04,CH,STREET,2017,2955.7911
10,November,04,CH,STREET,2017,2864.2832
9,November,04,CH,STREET,2017,5070.1658
8,November,04,CH,STREET,2017,1558.9932
7,November,04,CH,STREET,2017,1182.4795
6,November,04,CH,STREET,2017,3565.7491
3,November,04,CH,STREET,2017,3350.673
2,November,04,CH,STREET,2017,3167.669
30,November,04,BE,STREET,2017,816.9357
29,November,04,BE,STREET,2017,679.5541
28,November,04,BE,STREET,2017,1091.914
27,November,04,BE,STREET,2017,1009.7998
24,November,04,BE,STREET,2017,456.038
23,November,04,BE,STREET,2017,847.2909
22,November,04,BE,STREET,2017,1101.9099
21,November,04,BE,STREET,2017,682.0145
20,November,04,BE,STREET,2017,1564.1541
17,November,04,BE,STREET,2017,243.8728
16,November,04,BE,STREET,2017,678.5193
15,November,04,BE,STREET,2017,478.6942
14,November,04,BE,STREET,2017,406.3378
13,November,04,BE,STREET,2017,331.8703
10,November,04,BE,STREET,2017,454.593
9,November,04,BE,STREET,2017,1223.0647
8,November,04,BE,STREET,2017,999.3668
7,November,04,BE,STREET,2017,747.6218
6,November,04,BE,STREET,2017,2684.0511
3,November,04,BE,STREET,2017,418.4826
2,November,04,BE,STREET,2017,921.0215
1,November,04,BE,STREET,2017,471.8133
22,December,04,NL,STREET,2017,390.39
21,December,04,NL,STREET,2017,449.5864
20,December,04,NL,STREET,2017,400.03
19,December,04,NL,STREET,2017,415.5274
18,December,04,NL,STREET,2017,803.4222
15,December,04,NL,STREET,2017,534.5042
14,December,04,NL,STREET,2017,343.8313
13,December,04,NL,STREET,2017,433.2641
12,December,04,NL,STREET,2017,503.0862
11,December,04,NL,STREET,2017,729.353
8,December,04,NL,STREET,2017,796.9468
7,December,04,NL,STREET,2017,247.302
6,December,04,NL,STREET,2017,831.4318
5,December,04,NL,STREET,2017,579.97
4,December,04,NL,STREET,2017,1204.0075
1,December,04,NL,STREET,2017,827.01
26,December,04,FR,STREET,2017,395.8203
25,December,04,FR,STREET,2017,789.7413
22,December,04,FR,STREET,2017,9956.6554
21,December,04,FR,STREET,2017,18462.4209
20,December,04,FR,STREET,2017,17889.1355
19,December,04,FR,STREET,2017,17320.1009
18,December,04,FR,STREET,2017,20975.1745
15,December,04,FR,STREET,2017,13241.0475
14,December,04,FR,STREET,2017,14446.8546
13,December,04,FR,STREET,2017,15403.0346
12,December,04,FR,STREET,2017,15160.1631
11,December,04,FR,STREET,2017,18111.0554
8,December,04,FR,STREET,2017,9514.2371
7,December,04,FR,STREET,2017,17730.9769
6,December,04,FR,STREET,2017,14345.3579
5,December,04,FR,STREET,2017,22744.2664
4,December,04,FR,STREET,2017,20003.1565
1,December,04,FR,STREET,2017,11132.934
22,December,04,CH,STREET,2017,119.7351
21,December,04,CH,STREET,2017,2557.81
20,December,04,CH,STREET,2017,5185.7028
19,December,04,CH,STREET,2017,1139.7107
18,December,04,CH,STREET,2017,1866.9661
15,December,04,CH,STREET,2017,1866.71
14,December,04,CH,STREET,2017,2354.9074
13,December,04,CH,STREET,2017,2331.9547
12,December,04,CH,STREET,2017,1733.3211
11,December,04,CH,STREET,2017,963.6009
8,December,04,CH,STREET,2017,586.3219
7,December,04,CH,STREET,2017,1424
6,December,04,CH,STREET,2017,1490.123
5,December,04,CH,STREET,2017,3070.3324
4,December,04,CH,STREET,2017,1653.64
1,December,04,CH,STREET,2017,454.06
25,December,04,BE,STREET,2017,233.93
22,December,04,BE,STREET,2017,615.3577
21,December,04,BE,STREET,2017,470.2975
20,December,04,BE,STREET,2017,339.9254
19,December,04,BE,STREET,2017,1442.3895
18,December,04,BE,STREET,2017,644.4985
15,December,04,BE,STREET,2017,422.3102
14,December,04,BE,STREET,2017,897.7926
13,December,04,BE,STREET,2017,833.5468
12,December,04,BE,STREET,2017,566.8693
11,December,04,BE,STREET,2017,1441.3682
8,December,04,BE,STREET,2017,702.8933
7,December,04,BE,STREET,2017,1038.9331
6,December,04,BE,STREET,2017,579.7653
5,December,04,BE,STREET,2017,485.0896
4,December,04,BE,STREET,2017,630.8897
1,December,04,BE,STREET,2017,445.8392
31,January,04,NL,STREET,2018,1224.392
30,January,04,NL,STREET,2018,909.9301
29,January,04,NL,STREET,2018,981.3246
26,January,04,NL,STREET,2018,1250.0879
25,January,04,NL,STREET,2018,780.6501
24,January,04,NL,STREET,2018,1442.6347
23,January,04,NL,STREET,2018,1280.9611
22,January,04,NL,STREET,2018,708.6002
19,January,04,NL,STREET,2018,401.5775
18,January,04,NL,STREET,2018,560.6
17,January,04,NL,STREET,2018,788.5691
16,January,04,NL,STREET,2018,507.7714
15,January,04,NL,STREET,2018,1896.1026
12,January,04,NL,STREET,2018,485.4055
11,January,04,NL,STREET,2018,932.6787
10,January,04,NL,STREET,2018,545.4584
9,January,04,NL,STREET,2018,700.4119
8,January,04,NL,STREET,2018,1473.248
5,January,04,NL,STREET,2018,780.46
4,January,04,NL,STREET,2018,1076.9087
3,January,04,NL,STREET,2018,1130.0685
2,January,04,NL,STREET,2018,1897.6598
31,January,04,FR,STREET,2018,23239.4295
30,January,04,FR,STREET,2018,26282.75
29,January,04,FR,STREET,2018,26722.6158
26,January,04,FR,STREET,2018,12464.3717
25,January,04,FR,STREET,2018,23568.4705
24,January,04,FR,STREET,2018,24307.3398
23,January,04,FR,STREET,2018,16358.028
22,January,04,FR,STREET,2018,25257.4291
19,January,04,FR,STREET,2018,12854.0313
18,January,04,FR,STREET,2018,21117.6049
17,January,04,FR,STREET,2018,20811.8033
16,January,04,FR,STREET,2018,20608.1592
15,January,04,FR,STREET,2018,26377.1676
12,January,04,FR,STREET,2018,15347.8004
11,January,04,FR,STREET,2018,22211.5098
10,January,04,FR,STREET,2018,18417.4667
9,January,04,FR,STREET,2018,21139.2421
8,January,04,FR,STREET,2018,30295.9748
5,January,04,FR,STREET,2018,11637.5255
4,January,04,FR,STREET,2018,20806.5639
3,January,04,FR,STREET,2018,15603.1362
2,January,04,FR,STREET,2018,35309.2317
31,January,04,CH,STREET,2018,3365.5997
30,January,04,CH,STREET,2018,2781.5311
29,January,04,CH,STREET,2018,3771.0534
26,January,04,CH,STREET,2018,958.0131
25,January,04,CH,STREET,2018,5677.5162
24,January,04,CH,STREET,2018,3440.3998
23,January,04,CH,STREET,2018,4232.4254
22,January,04,CH,STREET,2018,2520.6578
19,January,04,CH,STREET,2018,1274.5078
18,January,04,CH,STREET,2018,3249.5231
17,January,04,CH,STREET,2018,2089.5528
16,January,04,CH,STREET,2018,4270.0319
15,January,04,CH,STREET,2018,1996.3576
12,January,04,CH,STREET,2018,1733.2153
11,January,04,CH,STREET,2018,5175.3901
10,January,04,CH,STREET,2018,2695.7339
9,January,04,CH,STREET,2018,1048.4165
8,January,04,CH,STREET,2018,2225.1854
5,January,04,CH,STREET,2018,134.7916
4,January,04,CH,STREET,2018,1345.09
3,January,04,CH,STREET,2018,621.2191
2,January,04,CH,STREET,2018,-23.55
31,January,04,BE,STREET,2018,1529.0662
30,January,04,BE,STREET,2018,1822.7675
29,January,04,BE,STREET,2018,1180.529
26,January,04,BE,STREET,2018,931.5767
25,January,04,BE,STREET,2018,3169.6335
24,January,04,BE,STREET,2018,1506.9003
23,January,04,BE,STREET,2018,739.5705
22,January,04,BE,STREET,2018,786.7043
19,January,04,BE,STREET,2018,334.9676
18,January,04,BE,STREET,2018,2052.3385
17,January,04,BE,STREET,2018,1760.0059
16,January,04,BE,STREET,2018,1236.737
15,January,04,BE,STREET,2018,1086.682
12,January,04,BE,STREET,2018,615.4899
11,January,04,BE,STREET,2018,793.2712
10,January,04,BE,STREET,2018,748.0789
9,January,04,BE,STREET,2018,1134.95
8,January,04,BE,STREET,2018,1309.4546
5,January,04,BE,STREET,2018,551.2853
4,January,04,BE,STREET,2018,820.8541
3,January,04,BE,STREET,2018,658.0433
2,January,04,BE,STREET,2018,1412.74
28,February,04,NL,STREET,2018,872.6487
27,February,04,NL,STREET,2018,2170.7011
26,February,04,NL,STREET,2018,1795.1468
23,February,04,NL,STREET,2018,684.8233
22,February,04,NL,STREET,2018,1374.6961
21,February,04,NL,STREET,2018,1755.0632
20,February,04,NL,STREET,2018,654.6486
19,February,04,NL,STREET,2018,1221.565
16,February,04,NL,STREET,2018,601.3268
15,February,04,NL,STREET,2018,363.9037
14,February,04,NL,STREET,2018,306.4977
13,February,04,NL,STREET,2018,1096.5808
12,February,04,NL,STREET,2018,2519.3955
9,February,04,NL,STREET,2018,876.159
8,February,04,NL,STREET,2018,742.4504
7,February,04,NL,STREET,2018,1089.8067
6,February,04,NL,STREET,2018,1610.3109
5,February,04,NL,STREET,2018,2061.336
2,February,04,NL,STREET,2018,747.8906
1,February,04,NL,STREET,2018,1220.0919
28,February,04,FR,STREET,2018,96719.4194
27,February,04,FR,STREET,2018,19641.3151
26,February,04,FR,STREET,2018,33370.4477
23,February,04,FR,STREET,2018,13697.7729
22,February,04,FR,STREET,2018,21625.6403
21,February,04,FR,STREET,2018,23792.8636
20,February,04,FR,STREET,2018,28800.2451
19,February,04,FR,STREET,2018,30553.3049
16,February,04,FR,STREET,2018,12713.8229
15,February,04,FR,STREET,2018,22268.2752
14,February,04,FR,STREET,2018,20232.6369
13,February,04,FR,STREET,2018,23748.3756
12,February,04,FR,STREET,2018,30956.1042
9,February,04,FR,STREET,2018,11268.3645
8,February,04,FR,STREET,2018,19083.869
7,February,04,FR,STREET,2018,17545.6926
6,February,04,FR,STREET,2018,23109.1307
5,February,04,FR,STREET,2018,36145.6729
2,February,04,FR,STREET,2018,14914.6506
1,February,04,FR,STREET,2018,22710.9373
28,February,04,CH,STREET,2018,1882.2606
27,February,04,CH,STREET,2018,1208.7966
26,February,04,CH,STREET,2018,6332.598
